Project,Inspection Id,Location,Date Raised,Inspected By,Inspecton Type,Raised By,Issue To,Fixed By Date,Cost Attribute,Status,Description,Note,Cost Impact,Cost Impact Price
La Scala,7781411356649,Level 02 > 203D > Bedroom 1 > Ensuite,22/09/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),26/09/2014,None,Open,Chip in drawer,,,None,0.00
La Scala,7781411356827,Level 02 > 203D > Bedroom 1 > Ensuite,22/09/2014,kreardon,Incomplete Works,Builder,Baron Forge (tiler) (Scott Kidd),26/09/2014,None,Open,Chip in tile,,,None,0.00
La Scala,7781411529478,Level 02 > 203D > Bathroom,24/09/2014,kreardon,Incomplete Works,Builder,Trio Plumbing Australia (Trevor Hanover),03/10/2014,None,Open,Button on toilet cracked,,,None,0.00
La Scala,7781411529501,Level 02 > 203D > Laundry,24/09/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),03/10/2014,None,Open,Laundry door bowed,,,None,0.00
La Scala,7781411529525,Level 02 > 203D > Laundry,24/09/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),02/10/2014,None,Open,Caulk around laundry door frame,,,None,0.00
La Scala,7781411529545,Level 02 > 203D > Living,24/09/2014,kreardon,Incomplete Works,Builder,ABD Group (Mick S),02/10/2014,None,Open,Clean window frames,,,None,0.00
La Scala,7781411529584,Level 02 > 203D > Bedroom 1,24/09/2014,kreardon,Incomplete Works,Builder,ABD Group (Mick S),02/10/2014,None,Open,Mitre opened on door frame,,,None,0.00
La Scala,7781411529613,Level 02 > 203D > Kitchen,24/09/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),02/10/2014,None,Open,Caulking incomplete in fridge cavity,,,None,0.00
La Scala,7781411529641,Level 02 > 203D > Laundry,24/09/2014,kreardon,Incomplete Works,Builder,ABD Group (Mick S),03/10/2014,None,Open,Sand and paint corner of ceiling in laundry,,,None,0.00
La Scala,7781411529673,Level 02 > 203D > Kitchen,24/09/2014,kreardon,Incomplete Works,Builder,ABD Group (Mick S),03/10/2014,None,Open,Paint bottom left corner of bedroom door frame in kitchen,,,None,0.00
La Scala,7781411529695,Level 02 > 203D > Kitchen,24/09/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),03/10/2014,None,Open,Adjust drawers,,,None,0.00
La Scala,7781411529745,Level 02 > 203D > Living,24/09/2014,kreardon,Incomplete Works,Builder,AYWON-CARPET+TIMBER (Tony),03/10/2014,None,Open,"Carpet not rolled on edge properly in living and bedroom, loose from smooth edge",,,None,0.00
La Scala,7781411529773,Level 02 > 203D > Balcony,24/09/2014,kreardon,Incomplete Works,Builder,Nemo (Paul),03/10/2014,None,Open,Screws missing in cladding,,,None,0.00
La Scala,7781411529791,Level 02 > 203D > Balcony,24/09/2014,kreardon,Incomplete Works,Builder,Aluline (Baci) (Baci),03/10/2014,None,Open,Balustrade cap missing,,,None,0.00
La Scala,7781411529813,Level 02 > 203D > Living,24/09/2014,kreardon,Incomplete Works,Builder,ABD Group (Mick S),03/10/2014,None,Open,Mark on carpet at entry to be cleaned ,,,None,0.00
La Scala,8491408593756,Level 02 > 203D > Bedroom 1,21/08/2014,billb,Defect,Superintendant,AYWON-CARPET+TIMBER (Tony),29/08/2014,None,Open,Carpet incomplete in wardrobe,,,None,0.00
La Scala,8491408593782,Level 02 > 203D > Bedroom 1 > Ensuite,21/08/2014,billb,Defect,Superintendant,DPS (Bruce),29/08/2014,None,Open,Adjust drawers,,,None,0.00
La Scala,8491408594323,Level 02 > 203D > Bathroom,21/08/2014,billb,Defect,Superintendant,DPS (Bruce),29/08/2014,None,Open,Chip on drawers corner,,,None,0.00
La Scala,8491408594361,Level 02 > 203D > Bedroom 1 > Ensuite,21/08/2014,kreardon,Defect,Superintendant,DPS (Bruce),29/08/2014,None,Open,Replace shelve,,,None,0.00
