Project,Inspection Id,Location,Date Raised,Inspected By,Inspecton Type,Raised By,Issue To,Fixed By Date,Cost Attribute,Status,Description,Note,Cost Impact,Cost Impact Price
La Scala,7781404957104,Level 04 > 403D,10/07/2014,kreardon,Incomplete Works,Builder,Oscan Windows (Dean) (Dean),10/07/2014,None,Open,Swing door bottom seal missing,,,None,0.00
La Scala,7781407286718,Level 02 > 204D > Bathroom,06/08/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),09/08/2014,None,Open,Adjust drawers,,,None,0.00
La Scala,7781407286813,Level 02 > 204D > Bathroom,06/08/2014,kreardon,Incomplete Works,Builder,Baron Forge (tiler) (Scott Kidd),09/08/2014,None,Open,Caulk,,,None,0.00
La Scala,7781407292682,Level 04 > 401D > Kitchen,06/08/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),08/08/2014,None,Open,Scratched on drawers- check all,,,None,0.00
La Scala,7781407302536,Level 01 > 103D > Balcony,06/08/2014,billb,Incomplete Works,Builder,Aluline (Baci) (Baci),14/08/2014,None,Open,Hide timber,,,None,0.00
La Scala,7781407302799,Level 01 > 103D > Kitchen,06/08/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),09/08/2014,None,Open,Wax mitre on skirt join,,,None,0.00
La Scala,7781407304886,Level 02 > 205D > Kitchen,06/08/2014,billb,Incomplete Works,Builder,Trio Plumbing Australia (Trevor Hanover),21/08/2014,None,Open,Scratch on dishwasher,,,None,0.00
La Scala,7781407304929,Level 02 > 205D > Kitchen,06/08/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),09/08/2014,None,Open,Bottom drawer catching,,,None,0.00
La Scala,7781407304981,Level 02 > 205D > Kitchen,06/08/2014,billb,Incomplete Works,Builder,ABD Group (Mick S),09/08/2014,None,Open,Handle to shower screen,,,None,0.00
La Scala,7781407373776,Ground > 9D > Kitchen,07/08/2014,billb,Incomplete Works,Builder,VAST ELECTRICAL (Danny),11/08/2014,None,Open,New switchboard cover,,,None,0.00
La Scala,7781407376767,Level 02 > 206D > Bedroom 1 > Ensuite,07/08/2014,kreardon,Incomplete Works,Builder,DPS (Bruce),14/08/2014,None,Open,Adjust drawers ,,,None,0.00
