Project,Inspection Id,Location,Date Raised,Inspected By,Inspecton Type,Raised By,Issue To,Fixed By Date,Cost Attribute,Status,Description,Note,Cost Impact,Cost Impact Price
Metro West,8206,Level 07 > 706,28/10/2014,jimmyb,Defect,Builder,NA,28/10/2014,None,Closed,Charles GATT 0408 501884. Down pipe in small balcony paint scratched at bottom of pipe needs to be repainted. Large scratch on wash basin top in bath room One sprinkler in ceiling has missing sealing ring.,Charles's.gatt@hotmail.com,,None,0.00
Metro West,8207,Level 03 > 305,28/10/2014,jimmyb,Defect,Builder,NA,28/10/2014,None,Closed,"Charles gatt 
Door stop on front door broken.
Inside locking latch on front door does not work, when latch turned to lock door it works as long as door is open but from the outside it's not locking.
Chip on tile just outside bathroom and bedroom door",Charles GATT - Charles's.gatt@hotmail.com,,None,0.00
Metro West,8210,METROWEST > 703,30/10/2014,jimmyb,Defect,Builder,NA,30/10/2014,None,Closed,"Oven tray not provided Balcony tile not stable Bamboo floorboard gives  There is a light switch in the laundry  Geoff 0420984426



Nerio attended 1.12.14 completed issues.

Advised floor boards are fine- no issue

Re glued down tiles on balcony","Advised gosa installed splash back sent all details. 

Emailed good guys for new tray in oven

Emailed aardvark re light switch

Emailed rob and aywon re flooring to be fixed",,None,0.00
Metro West,8214,Level 03 > 306,09/11/2014,jimmyb,Defect,Builder,NA,09/11/2014,None,Closed,"Missing kitchen sink plug - Nerio delivered
The sprinkler is broken in bedroom",431647790,,None,0.00
Metro West,8216,Level 06 > 603,11/11/2014,jimmyb,Defect,Builder,NA,11/11/2014,None,Closed,On top of the front door on the rear thee is an empty patch of painting required. The rubber trimming/seals surrounding the sliding door at balcony have bee crookedly installed,Defects been complete.  Jason emailed advising rubbish was left Nerio cleaned and threw out rubbish.... Emailed Jason to advise,,None,0.00
Metro West,8218,Level 05 > 503,12/11/2014,jimmyb,Defect,Builder,NA,12/11/2014,None,Closed,Need to re paint be painted as was not finished. Lock has an issue doesn't work properly,Damien from locks unlimited is booked to fix the door Nerio will paint the wall on Tuesday,,None,0.00
Metro West,8221,Level 03 > 310,14/11/2014,jimmyb,Defect,Builder,NA,14/11/2014,None,Closed,"Skirting boards need fixing and re paint, range hood making a terrible noise",Nerio booked in sat @1.30,,None,0.00
Metro West,8225,Level 03 > 301,17/11/2014,jimmyb,Defect,Builder,NA,17/11/2014,None,Closed,"Door stoppers coming off the actual door at both spare room and bathroom 
One tile from the balcony has come loose
Both sink draw scrapes against tiles when open",Emailed Leonard to book in for Thursday 20.11.14,,None,0.00
Metro West,7721380671101,1 Mezanine > Stair > Stair A,02/10/2013,frosselli,Defect,Architect,Aardvark (Jay) > Executive Sound > Structural Systems (Michael),05/10/2013 > 09/10/2013 > 10/10/2013,Backcharge > None > None,Closed > Closed > Closed,Test,,,Low,100.00
Metro West,7721380680319,Basement,02/10/2013,smelia,Incomplete Works,Builder,NA,04/11/2009,None,Closed,Pipe missing,,,None,0.00
