Project,Inspection Id,Location,Date Raised,Inspected By,Inspecton Type,Raised By,Issue To,Fixed By Date,Cost Attribute,Status,Description,Note,Cost Impact,Cost Impact Price
Metro West,7721381297786,Level 01 > 108 > Living,09/10/2013,trevorh,Incomplete Works,Builder,Coldflow (John),15/10/2013,Backcharge,Closed,Damage to frame work by mechanical sub contractor.,,,Low,100.00
Metro West,7721381298136,Level 01 > 108 > Living,09/10/2013,billb,Defect,Builder,Coldflow (John),11/10/2013,None,Closed,"Condenstate pipe work to be ran in between the party walls as discussed with John from Coldflow. Apartments 108, 109, 110, 111, 112 and 113.",,,None,0.00
Metro West,7721381298380,Level 01 > 108 > Living,09/10/2013,billb,Defect,Builder,Protect Fire (Steve),18/10/2013,None,Closed,Installation of fire services pipe work (dropper and sprinkler heads) to apartments 108 to 113 to ensure completed ASAP due to plastering works in the coming week.,,,None,0.00
Metro West,7721383113065,Level 01 > Common Areas > Stair > Stair B,30/10/2013,neriof,Defect,Builder,Champion (Dennis),06/11/2013,None,Closed,Patch and sand precast panel holes.,,,None,0.00
Metro West,7721383113143,Level 01 > Common Areas > Stair > Stair B,30/10/2013,neriof,Defect,Builder,Champion (Dennis),06/11/2013,None,Closed,Caulking to precast panel that surround the stairs.,,,None,0.00
Metro West,7721383113310,Level 01 > 134 > Bedroom 2,30/10/2013,billb,Defect,Builder,Champion (Dennis),01/11/2013,None,Closed,Fire caulking incomplete to internal corner.,,,None,0.00
Metro West,7721383113421,Level 01 > 134 > Bedroom 2,30/10/2013,neriof,Defect,Builder,Xpro (Ivan),01/11/2013,None,Closed,Door jamb timber stud not screwed in correctly.,,,None,0.00
Metro West,7721384320510,Level 01 > 108 > Living,13/11/2013,billb,Defect,Builder,Xpro,15/11/2013,None,Closed,"More screws to be add, sheets are vibrating when touched. Once troweled sheets will still vibrate and joins will crack.",,,None,0.00
Metro West,7721384320678,Level 01 > 108 > Living,13/11/2013,billb,Defect,Builder,Xpro,15/11/2013,None,Closed,Not enough screws to sheet.,,,None,0.00
Metro West,7721384322757,Level 01 > 108 > Living,13/11/2013,billb,Defect,Builder,NA,15/11/2013,None,Closed,"Look at margin between ceiling plaster and window frame, the ceiling has a 5mm round in it.",,,None,0.00
