Project,Inspection Id,Location,Date Raised,Inspected By,Inspecton Type,Raised By,Issue To,Fixed By Date,Cost Attribute,Status,Description,Note,Cost Impact,Cost Impact Price
Maintenance & Warranty,7638,2A HIGH STREET NORTHCOTE > 2A High St Northcote > Unit 10,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Balcony leak through floor tiles,Notes,,None,0.00
Maintenance & Warranty,7639,2A HIGH STREET NORTHCOTE > 2A High St Northcote > Unit 08,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Balcony leak through floor tiles,,,None,0.00
Maintenance & Warranty,7640,2A HIGH STREET NORTHCOTE > 2A High St Northcote > Unit 03,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Balcony leak. Water is entering the ceiling cavity of Master bedroom (2nd Floor). Water is coming from 3rd floor.,,,None,0.00
Maintenance & Warranty,7641,2A HIGH STREET NORTHCOTE > 2A High St Northcote > Unit 04,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Window in main bedroom ensuite above shower leaking from ceiling,,,None,0.00
Maintenance & Warranty,7642,20 ALBERT STREET BRUNSWICK > 20 Albert St Brunswick > Unit 03,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Defect with shower. Leaked from her unit and unit below,,,None,0.00
Maintenance & Warranty,7643,BANBURY VILLAGE > Banbury Place Heritage Building A > Apt 5/A,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Shower leak has been fixed and now needs 3 tiles to be replaced and 3 holes in wall to be patched and painted then carpet to be replaced,,,None,0.00
Maintenance & Warranty,7644,BANBURY VILLAGE > Banbury Place Heritage Building A > Banbury Village,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,"Building A, upstairs fire door leaks water when it rains. A solution must be made",,,None,0.00
Maintenance & Warranty,7645,BANBURY VILLAGE > Banbury Place Heritage Building C > TH01,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,External door does not close properly. Window handle not installed. Lights keep flickering in living and bedrooms.,,,None,0.00
Maintenance & Warranty,7646,BANBURY VILLAGE > Banbury Place Heritage Building C > TH03,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Unfinished works not complete. Refer to client,,,None,0.00
Maintenance & Warranty,7647,BANBURY VILLAGE > Banbury Place Heritage Building C > TH06,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Unfinished works not complete. Refer to client. Squeaky floor.,,,None,0.00
Maintenance & Warranty,7648,BANBURY VILLAGE > Banbury Place Heritage Building C > Building C,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,3 Monthly Maintenance inspection to all Apts,,,None,0.00
Maintenance & Warranty,7649,BANBURY VILLAGE > Banbury Place Heritage Building C > Building C,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,"Damaged step. Anti-slip tread is peeling, must replace",,,None,0.00
Maintenance & Warranty,7650,122 HIGH STREET PRESTON > High St > Apt 25,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,We had water leak to shower witch is now been fix and also tiled all have to do now is patch ceilling and paint,,,None,0.00
Maintenance & Warranty,7651,122 HIGH STREET PRESTON > High St > Apt 33,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,"Water leak, can be found behind the roller curtain",,,None,0.00
Maintenance & Warranty,7652,LA SCALA > La Scala Building A > Apt 305,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Window leak to subseal need to remove glass and caulk sub seal have told owner that it would be better to do these work in the summer time becouse the glass will have to come out,,,None,0.00
Maintenance & Warranty,7653,LA SCALA > La Scala Building A > Apt 209,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Apt 306 shower base is leaking through to Apt below Apt 209 just receved this still need to be inspected. Need to see email,,,None,0.00
Maintenance & Warranty,7654,LA SCALA > La Scala Building A > Apt 306,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Skirting needs to be replaced and repainted. Crack in wall needs to be filled.,,,None,0.00
Maintenance & Warranty,7655,LA SCALA > La Scala Building A > Apt 302,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Ceiling plaster needs repair. Potential leak elsewhere - need to confirm. Carpet needs replacement as its mouldy,,,None,0.00
Maintenance & Warranty,7656,LA SCALA > La Scala Building A > Apt 213,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,"A truck has damaged the corner of the garden bed. Other parts of the garden bed need fixing, painted and waterproofed. Refer images",,,None,0.00
Maintenance & Warranty,7657,LA SCALA > La Scala Building A > Building A,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Facade facing south (south west corner- level 1) is fading. Refer images on email.,,,None,0.00
Maintenance & Warranty,7658,LA SCALA > La Scala Building A > Building A,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Leak from balcony window. The skirting and floorboards have been damaged,,,None,0.00
Maintenance & Warranty,7659,LA SCALA > La Scala Building C > Apt 103,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Water leak from gutter above staining tiles. Rust colour coming from base of windows,,,None,0.00
Maintenance & Warranty,7660,LA SCALA > La Scala Building C > Apt 107,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Window has a leak. Carpet and plaster has gone mouldy,,,None,0.00
Maintenance & Warranty,7661,LA SCALA > La Scala Building C > Apt 101,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Water leak from 104. Refer to report taken.                                                                                                                            Contact for unit 104 (above apt 4): Adrian - 0400305589,,,None,0.00
Maintenance & Warranty,7662,LA SCALA > La Scala Building C > Apt 4,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Temporary meter needs to be removed. Contact Alan Blake to arrange date and time,,,None,0.00
Maintenance & Warranty,7663,LA SCALA > La Scala Building C > Building C,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Facade facing North (north west corner- level 1) is fading. Refer images on email.,,,None,0.00
Maintenance & Warranty,7664,LA SCALA > La Scala Building C > Building C,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Kitchen sink filter not draining properly.,,,None,0.00
Maintenance & Warranty,7665,LA SCALA > La Scala Building E > Apt 105,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Balcony tiles have lifted,,,None,0.00
Maintenance & Warranty,7666,LA SCALA > La Scala Building E > Apt 302,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Balcony tiles have lifted,,,None,0.00
Maintenance & Warranty,7667,LA SCALA > La Scala Building E > Apt 6E,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Black Facade Panel missing from building corner (up top). Refer email and images,,,None,0.00
Maintenance & Warranty,7668,LA SCALA > La Scala Building E > Building E,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Exhaust fan in basement stairwell is not compiant/ fixed correctly. Refer email and images,,,None,0.00
Maintenance & Warranty,7669,LA SCALA > La Scala Building E > Building E,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Water leak to ensuite shower,,,None,0.00
Maintenance & Warranty,7670,LA SCALA > La Scala Town House 8 > Town House 08,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Water leak to ceiling to bedroom wardrobe,,,None,0.00
Maintenance & Warranty,7671,LA SCALA > La Scala Town House 16 > Town House 16,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Barthroom door jamb right hand side has water damage to bottom thay once was a leak and now has been fixed door jamb needs sanding and painting,,,None,0.00
Maintenance & Warranty,7672,LA SCALA > La Scala Town House 10 > Town House 10,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Balcony floor tiles lose need to be relayed Water getting under tiles could couse damage if left,,,None,0.00
Maintenance & Warranty,7673,LA SCALA > La Scala Town House 12 > Town House 12,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Water leak in living room from celling  water coming from balcony above,,,None,0.00
Maintenance & Warranty,7674,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 108,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Water leak coming from Balcony and leaking into bedroom have tryed to get acsses to Apt they have not reported that leak is still leaking but still need to go back paint,,,None,0.00
Maintenance & Warranty,7675,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 306,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Water leak in apartment. Skirts have been damaged from the water and require replacement,,,None,0.00
Maintenance & Warranty,7676,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 310,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,"Water leaking pipe over car space in carpark, leaking onto car roof. Intercom not working.",,,None,0.00
Maintenance & Warranty,7677,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt G3,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Water leak to apartment ceiling,,,None,0.00
Maintenance & Warranty,7678,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 102,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Water Leak through window - condensation check,,,None,0.00
Maintenance & Warranty,7679,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 104,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Water leak over kitchen window,,,None,0.00
Maintenance & Warranty,7680,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 208,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Water leak over bathroom ceiling,,,None,0.00
Maintenance & Warranty,7681,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 401,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Leaks showing up any many areas Leaks could be from Balcony 215 over balustrade,,,None,0.00
Maintenance & Warranty,7682,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 207,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Leak Showing up in bedrooms seems to be coming from balconies above,,,None,0.00
Maintenance & Warranty,7683,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 208,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Roof is aparentely leaking - to be inspected,,,None,0.00
Maintenance & Warranty,7684,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 309,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Water damage from roof leaks. Mould on interior and exterior walls. Needs bleach to be removed,,,None,0.00
Maintenance & Warranty,7685,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 301,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,"Crack to balcony soffit with efflorescence, water leak in shower screen",,,None,0.00
Maintenance & Warranty,7686,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt G5,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Intercom not working,,,None,0.00
Maintenance & Warranty,7687,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt G4,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,"Balcony power point needs fixing (if not installed, one must be)",,,None,0.00
Maintenance & Warranty,7688,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt G10,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Mould located around windows,,,None,0.00
Maintenance & Warranty,7689,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 104,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Report of mould and dampness. Inspection required,,,None,0.00
Maintenance & Warranty,7690,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 105,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,"Report of mould and dampness. Inspection required.  TD FOUND water entering from subseal, water entering from slab and panel, water entering top of window seal through blind clips. Carpet need replacing and painting required",,,None,0.00
Maintenance & Warranty,7691,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 114,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Kitchen drawers require repair,,,None,0.00
Maintenance & Warranty,7692,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 217,26/12/2013,frosselli,Warranty,Builder,ABD Group,01/02/2014,None,Closed,Roof consitantley makes noises (movements),,,None,0.00
