Project,Inspection Id,Location,Date Raised,Inspected By,Inspecton Type,Raised By,Issue To,Fixed By Date,Cost Attribute,Status,Description,Note,Cost Impact,Cost Impact Price
Edgewater,7781406170349,Level 01 > 1.05 > Kitchen,24/07/2014,peterj,Defect,Purchaser,NA,28/07/2014,None,Open,Clean paint off kitchen joinery,,,None,0.00
Edgewater,7821403826990,Ground > G.16 > Bathroom,2014-06-27,peterj,Defect,Superintendant,Easy Painting (Steve Bruni),2014-06-30,None,Open,"Caulking, Re paint  Missing towel rail",,,None,0.00
Edgewater,7821403827159,Ground > G.16 > Entry/Hall,2014-06-27,peterj,Defect,Superintendant,Easy Painting (Steve Bruni),2014-06-30,None,Open,Clean Hinges,,,None,0.00
Edgewater,7821403827950,Ground > G.15 > Bathroom,2014-06-27,peterj,Defect,Superintendant,Easy Cleaning (Steve Bruni),2014-06-30,None,Open,Remove paint from jamb,,,None,0.00
Edgewater,7821403828062,Ground > G.15 > Entry/Hall,2014-06-27,peterj,Defect,Superintendant,Easy Painting (Steve Bruni),2014-06-30,None,Open,Patch and re paint the wall,,,None,0.00
Edgewater,7821403828321,Ground > G.15 > Kitchen,2014-06-27,peterj,Defect,Superintendant,DPS (Grant Rowberry),2014-06-30,None,Open,Incomplete painting and water mark on wall Dirty mark on wall,,,None,0.00
Edgewater,7821403829494,Ground > G.13 > Bathroom,2014-06-27,peterj,Defect,Superintendant,Easy Painting (Steve Bruni),2014-06-30,None,Open,Caulk,,,None,0.00
Edgewater,7821403830006,Ground > G.13 > Entry/Hall,2014-06-27,peterj,Defect,Superintendant,Easy Painting (Steve Bruni),2014-06-30,None,Open,Patch and re painting,,,None,0.00
Edgewater,7821403850630,Ground > G.12 > Entry/Hall,2014-06-27,peterj,Defect,Superintendant,Easy Cleaning (Steve Bruni),2014-06-30,None,Open,Remove paint,,,None,0.00
Edgewater,7821403850918,Ground > G.12 > Kitchen,2014-06-27,peterj,Defect,Superintendant,Easy Cleaning (Steve Bruni),2014-06-30,None,Open,As per photo,,,None,0.00
Edgewater,7821403851290,Ground > G.11 > Bathroom,2014-06-27,peterj,Defect,Superintendant,Easy Cleaning (Steve Bruni),2014-06-30,None,Open,Paint on door jamb Peel off tape,,,None,0.00
Edgewater,7821403851384,Ground > G.11 > Entry/Hall,2014-06-27,peterj,Defect,Superintendant,Easy Painting (Steve Bruni),2014-06-30,None,Open,Touch up paint,,,None,0.00
Edgewater,7821403851561,Ground > G.11 > Kitchen,2014-06-27,peterj,Defect,Superintendant,DPS (Grant Rowberry),2014-06-30,None,Open,Watermark Marks on cabinet door  Touch up,,,None,0.00
Edgewater,7821403851617,Ground > G.11 > Kitchen,2014-06-27,peterj,Defect,Superintendant,Easy Painting (Steve Bruni),2014-06-30,None,Open,Bulkhead dirty Door not level,,,None,0.00
Edgewater,7821403851825,Ground > G.10 > Bathroom,2014-06-27,peterj,Defect,Superintendant,Easy Cleaning (Steve Bruni),2014-07-02,None,Open,Pencil marks on stone bench,,,None,0.00
Edgewater,7821403851967,Ground > G.10 > Bathroom,2014-06-27,peterj,Defect,Superintendant,Easy Cleaning (Steve Bruni),2014-06-30,None,Open,Peel off tape And clean,,,None,0.00
Edgewater,7821404781513,Ground > G.06 > Kitchen,2014-07-08,peterj,Defect,Builder,Baron Forge (tiler) (Scott Kidd),2014-07-08,None,Open,Caulk base of unit to tiles,,,None,0.00
Edgewater,7821406002688,Level 01 > Common Area > Lobby,22/07/2014,peterj,Incomplete Works,Builder,Easy Painting (Steve Bruni),22/07/2014,None,Open,Patch and touch up,,,None,0.00
Edgewater,7821406087321,Level 02 > Common Area > Bin Room,23/07/2014,peterj,Incomplete Works,Builder,Easy Painting (Steve Bruni),23/07/2014,None,Open,Patch and Final coat walls,,,None,0.00
Edgewater,7821406087373,Level 02 > Common Area > Bin Room,23/07/2014,peterj,Incomplete Works,Builder,Coldlfow,23/07/2014,None,Open,Grill to opening,,,None,0.00
Edgewater,7821406087952,Level 02 > Common Area > Corridor > West,23/07/2014,peterj,Incomplete Works,Builder,Easy Painting (Steve Bruni),23/07/2014,None,Open,Touch up,,,None,0.00
Edgewater,7821406252220,Level 01 > 1.11 > Kitchen,2014-07-25,peterj,Defect,Purchaser,Easy Painting (Steve Bruni),2014-07-25,None,Open,ceiling  mark repaint at overhead,,,None,0.00
Edgewater,7821406252397,Level 01 > 1.11 > Kitchen,2014-07-25,peterj,Defect,Purchaser,Easy Painting (Steve Bruni),2014-07-25,None,Open,Repair kicker chip on corner,,,None,0.00
Edgewater,7821406252547,Level 01 > 1.11 > Kitchen,2014-07-25,peterj,Defect,Purchaser,Easy Cleaning (Steve Bruni),2014-07-25,None,Open,"Scratches and marks on panels, Clean of paint. Gap at range hood drs to big, recut drs as don't line up with range hood check out.",,,None,0.00
Edgewater,7821406336783,Level 03 > 3.07 > Entry/Hall,2014-07-26,peterj,Defect,Purchaser,DPS (Grant Rowberry),2014-08-01,None,Open,Scratch on left laundry door,,,None,0.00
Edgewater,7821406506602,Level 01 > 1.06 > Kitchen,2014-07-28,peterj,Defect,Purchaser,Easy Cleaning (Steve Bruni),2014-08-02,None,Open,Panel to range hood Paint,,,None,0.00
Edgewater,7821406516545,Level 03 > 3.11 > Kitchen,2014-07-28,peterj,Defect,Purchaser,DPS (Grant Rowberry),2014-08-02,None,Open,Underside panel to overheads missing Caulking,,,None,0.00
Edgewater,7821406590791,Ground > G.08 > Bedroom,2014-07-29,peterj,Defect,Purchaser,Easy Painting (Steve Bruni),2014-08-05,None,Open,Paint skirt,,,None,0.00
Edgewater,7821406704183,Level 01 > 1.03 > Laundry,2014-07-30,peterj,Defect,Purchaser,DPS (Grant Rowberry),2014-08-06,None,Open,Clean marks of jamb Touch up drs,,,None,0.00
Edgewater,7821407206616,Ground > G.01 > Kitchen,2014-08-05,peterj,Defect,Purchaser,ABD Group (Alex K),2014-08-05,None,Open,Draw and door marked ,,,None,0.00
Edgewater,7821407374876,Level 05 > 5.01 > Balcony,07/08/2014,peterj,Defect,Purchaser,Executive Sound & Window,12/08/2014,None,Open,Sliding door hard to slide open ,,,None,0.00
Edgewater,7821407375442,Level 05 > 5.01 > Bathroom,07/08/2014,peterj,Defect,Purchaser,PAWS-Robes and mirrors (Steve),12/08/2014,None,Open,Bump stop needed on vanity to stop shower screen hitting ,,,None,0.00
Edgewater,7821407375595,Level 05 > 5.01 > Balcony,07/08/2014,peterj,Defect,Purchaser,Easy Painting (Steve Bruni),12/08/2014,None,Open,Complete painting at handrail ,,,None,0.00
Edgewater,7821407375680,Level 05 > 5.01 > Balcony,07/08/2014,peterj,Defect,Purchaser,Easy Cleaning (Steve Bruni),12/08/2014,None,Open,Clean paint ,,,None,0.00
Edgewater,7821407375875,Level 05 > 5.01 > Entry/Hall,07/08/2014,peterj,Defect,Purchaser,Protect Fire Systems,12/08/2014,None,Open,Cover plate missing,,,None,0.00
Edgewater,7821407376098,Level 05 > 5.01 > Kitchen,07/08/2014,peterj,Defect,Purchaser,DPS (Grant Rowberry),12/08/2014,None,Open,Re fit dishwasher kicker correctly ,,,None,0.00
Edgewater,7821407376231,Level 05 > 5.01 > Bathroom,07/08/2014,peterj,Defect,Purchaser,Easy Painting (Steve Bruni),12/08/2014,None,Open,Re paint ceiling ,,,None,0.00
Edgewater,7821407729507,Level 05 > 5.14 > Entry/Hall,11/08/2014,peterj,Defect,Purchaser,Easy Painting (Steve Bruni),17/08/2014,None,Open,Paint jamb ,,,None,0.00
Edgewater,7821407729606,Level 05 > 5.14 > Kitchen,11/08/2014,peterj,Defect,Purchaser,Easy Painting (Steve Bruni),17/08/2014,None,Open,Patch and paint ,,,None,0.00
Edgewater,7821407729679,Level 05 > 5.14 > Kitchen,11/08/2014,peterj,Defect,Purchaser,DPS (Grant Rowberry),17/08/2014,None,Open,Fix chips to bottom of panel ,,,None,0.00
Edgewater,7821407729744,Level 05 > 5.14 > Kitchen,11/08/2014,peterj,Defect,Purchaser,DPS (Grant Rowberry),17/08/2014,None,Open,Chip on panel ,,,None,0.00
Edgewater,7821407729860,Level 05 > 5.14 > Living,11/08/2014,peterj,Defect,Purchaser,Vast Electrical Services Pty Ltd,17/08/2014,None,Open,Missing cover ,,,None,0.00
Edgewater,7821407730030,Level 05 > 5.14 > Balcony,11/08/2014,peterj,Defect,Purchaser,Aluline (Baci),17/08/2014,None,Open,Sharp edge to handrail ,,,None,0.00
Edgewater,7821407730181,Level 05 > 5.14 > Balcony,11/08/2014,peterj,Defect,Purchaser,Easy Painting (Steve Bruni),17/08/2014,None,Open,Touch up with paint ,,,None,0.00
Edgewater,7821407730295,Level 05 > 5.14 > Bedroom,11/08/2014,peterj,Defect,Purchaser,Easy Cleaning (Steve Bruni),17/08/2014,None,Open,Clean marks on side rails ,,,None,0.00
Edgewater,7821407730489,Level 05 > 5.14 > Bathroom,11/08/2014,peterj,Defect,Purchaser,Easy Painting (Steve Bruni),17/08/2014,None,Open,Touch up paint ,,,None,0.00
Edgewater,7821407730560,Level 05 > 5.14,11/08/2014,peterj,Defect,Purchaser,Easy Cleaning (Steve Bruni),17/08/2014,None,Open,General clean ,,,None,0.00
Edgewater,7821407733985,Level 05 > 5.09 > Bedroom 1,11/08/2014,peterj,Defect,Purchaser,DPS (Grant Rowberry),17/08/2014,None,Open,Fix robe door ,,,None,0.00
Edgewater,7821407734053,Level 05 > 5.09 > Living,11/08/2014,peterj,Defect,Purchaser,Mr Carpets (Sam),17/08/2014,None,Open,Complete carpet ,,,None,0.00
Edgewater,7821407734095,Level 05 > 5.09 > Kitchen,11/08/2014,peterj,Defect,Purchaser,DPS (Grant Rowberry),17/08/2014,None,Open,Fix chip on door ,,,None,0.00
