Project,Inspection Id,Location,Date Raised,Inspected By,Inspecton Type,Raised By,Issue To,Fixed By Date,Cost Attribute,Status,Description,Note,Cost Impact,Cost Impact Price
Maintenance,7158,2A HIGH STREET NORTHCOTE > 2A High St Northcote > Unit 10,26/12/2013,,Warranty,,NA,01/02/2014,None,Open,Balcony leak through floor tiles,Notes,,None,0.00
Maintenance,7159,2A HIGH STREET NORTHCOTE > 2A High St Northcote > Unit 08,27/12/2013,,Warranty,,NA,02/02/2014,None,Open,Balcony leak through floor tiles,,,None,0.00
Maintenance,7160,2A HIGH STREET NORTHCOTE > 2A High St Northcote > Unit 03,28/12/2013,,Warranty,,NA,03/02/2014,None,Open,Balcony leak. Water is entering the ceiling cavity of Master bedroom (2nd Floor). Water is coming from 3rd floor.,,,None,0.00
Maintenance,7161,2A HIGH STREET NORTHCOTE > 2A High St Northcote > Unit 04,29/12/2013,,Warranty,,NA,04/02/2014,None,Open,Window in main bedroom ensuite above shower leaking from ceiling,,,None,0.00
Maintenance,7162,20 ALBERT STREET BRUNSWICK > 20 Albert St Brunswick > Unit 03,30/12/2013,,Warranty,,NA,05/02/2014,None,Open,Defect with shower. Leaked from her unit and unit below,,,None,0.00
Maintenance,7163,BANBURY VILLAGE > Banbury Place Heritage Building A > Apt 5/A,31/12/2013,,Warranty,,NA,06/02/2014,None,Open,Shower leak has been fixed and now needs 3 tiles to be replaced and 3 holes in wall to be patched and painted then carpet to be replaced,,,None,0.00
Maintenance,7164,BANBURY VILLAGE > Banbury Place Heritage Building A > Banbury Village,01/01/2014,,Warranty,,NA,07/02/2014,None,Open,"Building A, upstairs fire door leaks water when it rains. A solution must be made",,,None,0.00
Maintenance,7165,BANBURY VILLAGE > Banbury Place Heritage Building C > TH01,02/01/2014,,Warranty,,NA,08/02/2014,None,Open,External door does not close properly. Window handle not installed. Lights keep flickering in living and bedrooms.,,,None,0.00
Maintenance,7166,BANBURY VILLAGE > Banbury Place Heritage Building C > TH03,03/01/2014,,Warranty,,NA,09/02/2014,None,Open,Unfinished works not complete. Refer to client,,,None,0.00
Maintenance,7167,BANBURY VILLAGE > Banbury Place Heritage Building C > TH06,04/01/2014,,Warranty,,NA,10/02/2014,None,Open,Unfinished works not complete. Refer to client. Squeaky floor.,,,None,0.00
Maintenance,7168,BANBURY VILLAGE > Banbury Place Heritage Building C > Building C,05/01/2014,,Warranty,,NA,11/02/2014,None,Open,3 Monthly Maintenance inspection to all Apts,,,None,0.00
Maintenance,7169,BANBURY VILLAGE > Banbury Place Heritage Building C > Building C,06/01/2014,,Warranty,,NA,12/02/2014,None,Open,"Damaged step. Anti-slip tread is peeling, must replace",,,None,0.00
Maintenance,7170,122 HIGH STREET PRESTON > High St > Apt 25,07/01/2014,,Warranty,,NA,13/02/2014,None,Open,We had water leak to shower witch is now been fix and also tiled all have to do now is patch ceilling and paint,,,None,0.00
Maintenance,7171,122 HIGH STREET PRESTON > High St > Apt 33,08/01/2014,,Warranty,,NA,14/02/2014,None,Open,"Water leak, can be found behind the roller curtain",,,None,0.00
Maintenance,7172,LA SCALA > La Scala Building A > Apt 305,09/01/2014,,Warranty,,NA,15/02/2014,None,Open,Window leak to subseal need to remove glass and caulk sub seal have told owner that it would be better to do these work in the summer time becouse the glass will have to come out,,,None,0.00
Maintenance,7173,LA SCALA > La Scala Building A > Apt 209,10/01/2014,,Warranty,,NA,16/02/2014,None,Open,Apt 306 shower base is leaking through to Apt below Apt 209 just receved this still need to be inspected. Need to see email,,,None,0.00
Maintenance,7174,LA SCALA > La Scala Building A > Apt 306,11/01/2014,,Warranty,,NA,17/02/2014,None,Open,Skirting needs to be replaced and repainted. Crack in wall needs to be filled.,,,None,0.00
Maintenance,7175,LA SCALA > La Scala Building A > Apt 302,12/01/2014,,Warranty,,NA,18/02/2014,None,Open,Ceiling plaster needs repair. Potential leak elsewhere - need to confirm. Carpet needs replacement as its mouldy,,,None,0.00
Maintenance,7176,LA SCALA > La Scala Building A > Apt 213,13/01/2014,,Warranty,,NA,19/02/2014,None,Open,"A truck has damaged the corner of the garden bed. Other parts of the garden bed need fixing, painted and waterproofed. Refer images",,,None,0.00
Maintenance,7177,LA SCALA > La Scala Building A > Building A,14/01/2014,,Warranty,,NA,20/02/2014,None,Open,Façade facing south (south west corner- level 1) is fading. Refer images on email.,,,None,0.00
Maintenance,7178,LA SCALA > La Scala Building A > Building A,15/01/2014,,Warranty,,NA,21/02/2014,None,Open,Leak from balcony window. The skirting and floorboards have been damaged,,,None,0.00
Maintenance,7179,LA SCALA > La Scala Building C > Apt 103,16/01/2014,,Warranty,,NA,22/02/2014,None,Open,Water leak from gutter above staining tiles. Rust colour coming from base of windows,,,None,0.00
Maintenance,7180,LA SCALA > La Scala Building C > Apt 107,17/01/2014,,Warranty,,NA,23/02/2014,None,Open,Window has a leak. Carpet and plaster has gone mouldy,,,None,0.00
Maintenance,7181,LA SCALA > La Scala Building C > Apt 101,18/01/2014,,Warranty,,NA,24/02/2014,None,Open,Water leak from 104. Refer to report taken.                                                                                                                            Contact for unit 104 (above apt 4): Adrian - 0400305589,,,None,0.00
Maintenance,7182,LA SCALA > La Scala Building C > Apt 4,19/01/2014,,Warranty,,NA,25/02/2014,None,Open,Temporary meter needs to be removed. Contact Alan Blake to arrange date and time,,,None,0.00
Maintenance,7183,LA SCALA > La Scala Building C > Building C,20/01/2014,,Warranty,,NA,26/02/2014,None,Open,Façade facing North (north west corner- level 1) is fading. Refer images on email.,,,None,0.00
Maintenance,7184,LA SCALA > La Scala Building C > Building C,21/01/2014,,Warranty,,NA,27/02/2014,None,Open,Kitchen sink filter not draining properly.,,,None,0.00
Maintenance,7185,LA SCALA > La Scala Building E > Apt 105,22/01/2014,,Warranty,,NA,28/02/2014,None,Open,Balcony tiles have lifted,,,None,0.00
Maintenance,7186,LA SCALA > La Scala Building E > Apt 302,23/01/2014,,Warranty,,NA,01/03/2014,None,Open,Balcony tiles have lifted,,,None,0.00
Maintenance,7187,LA SCALA > La Scala Building E > Apt 6E,24/01/2014,,Warranty,,NA,02/03/2014,None,Open,Black Façade Panel missing from building corner (up top). Refer email and images,,,None,0.00
Maintenance,7188,LA SCALA > La Scala Building E > Building E,25/01/2014,,Warranty,,NA,03/03/2014,None,Open,Exhaust fan in basement stairwell is not compiant/ fixed correctly. Refer email and images,,,None,0.00
Maintenance,7189,LA SCALA > La Scala Building E > Building E,26/01/2014,,Warranty,,NA,04/03/2014,None,Open,Water leak to ensuite shower,,,None,0.00
Maintenance,7190,LA SCALA > La Scala Town House 8 > Town House 08,27/01/2014,,Warranty,,NA,05/03/2014,None,Open,Water leak to ceiling to bedroom wardrobe,,,None,0.00
Maintenance,7191,LA SCALA > La Scala Town House 16 > Town House 16,28/01/2014,,Warranty,,NA,06/03/2014,None,Open,Barthroom door jamb right hand side has water damage to bottom thay once was a leak and now has been fixed door jamb needs sanding and painting,,,None,0.00
Maintenance,7192,LA SCALA > La Scala Town House 10 > Town House 10,29/01/2014,,Warranty,,NA,07/03/2014,None,Open,Balcony floor tiles lose need to be relayed Water getting under tiles could couse damage if left,,,None,0.00
Maintenance,7193,LA SCALA > La Scala Town House 12 > Town House 12,30/01/2014,,Warranty,,NA,08/03/2014,None,Open,Water leak in living room from celling  water coming from balcony above,,,None,0.00
Maintenance,7194,BERKELEY TOWERS - DONCASTER > Berkeley Towers > Apt 108,31/01/2014,,Warranty,,NA,09/03/2014,None,Open,Water leak coming from Balcony and leaking into bedroom have tryed to get acsses to Apt they have not reported that leak is still leaking but still need to go back paint,,,None,0.00
