Project,Inspection Id,Location,Date Raised,Inspected By,Inspecton Type,Raised By,Issue To,Fixed By Date,Cost Attribute,Status,Description,Note,Cost Impact,Cost Impact Price
La Scala,8491407196968,Level 05 > 501D > Kitchen,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Need caulking,,,None,0.00
La Scala,8491407196993,Level 05 > 501D > Kitchen,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Doors missing,,,None,0.00
La Scala,8491407197055,Level 05 > 501D > Bedroom 2,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Need caulking around frame,,,None,0.00
La Scala,8491407197089,Level 05 > 501D > Bedroom 2,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Need caulking around entry door frame,,,None,0.00
La Scala,8491407197137,Level 05 > 501D > Bathroom,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Need caulking,,,None,0.00
La Scala,8491407197283,Level 05 > 501D > Living,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Need caulking all around door/window frames,,,None,0.00
La Scala,8491407197329,Level 05 > 501D > Bedroom 1,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Need caulking around frame,,,None,0.00
La Scala,8491407197364,Level 05 > 501D > Bedroom 1 > Ensuite,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Need caulking,,,None,0.00
La Scala,8491407197394,Level 05 > 501D > Bedroom 1 > Ensuite,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Tiles not grouted ,,,None,0.00
La Scala,8491407197453,Level 05 > 501D > Bedroom 1 > Ensuite,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Need caulking around frames,,,None,0.00
La Scala,8491407197485,Level 05 > 501D > Bedroom 1 > Ensuite,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Incomplete painting,,,None,0.00
La Scala,8491407197563,Level 05 > 501D > Kitchen,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Repaint/touch up ceiling,,,None,0.00
La Scala,8491407197921,Level 05 > 502D > Kitchen,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,"Cracks on side of panel
Need caulking",,,None,0.00
La Scala,8491407197948,Level 05 > 502D > Kitchen,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Reinstall latch. It's not working,,,None,0.00
La Scala,8491407197997,Level 05 > 502D > Kitchen,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Need caulking and fill gap,,,None,0.00
La Scala,8491407198065,Level 05 > 502D > Living,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,"Need sanding and repaint
Plaster popping up",,,None,0.00
La Scala,8491407198099,Level 05 > 502D > Living,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Need caulking around frame,,,None,0.00
La Scala,8491407198174,Level 05 > 502D > Bedroom 1,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Glass not sealed,,,None,0.00
La Scala,8491407198235,Level 05 > 502D > Bedroom 1,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Need caulking around frames,,,None,0.00
La Scala,8491407198267,Level 05 > 502D > Bedroom 1 > Ensuite,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Need caulking,,,None,0.00
La Scala,8491407198406,Level 05 > 502D > Bathroom,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Need caulking,,,None,0.00
La Scala,8491407198446,Level 05 > 502D > Bedroom 2,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Need caulking around frame,,,None,0.00
La Scala,8491407198467,Level 05 > 502D > Bedroom 2,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Repaint/touch up,,,None,0.00
La Scala,8491407198521,Level 05 > 501D > Bathroom,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Incomplete painting,,,None,0.00
La Scala,8491407198970,Level 05 > 503D > Kitchen,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Need caulking around frame,,,None,0.00
La Scala,8491407198991,Level 05 > 503D > Kitchen,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Sand and repaint,,,None,0.00
La Scala,8491407199035,Level 05 > 503D > Kitchen,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Need caulking,,,None,0.00
La Scala,8491407199059,Level 05 > 503D > Kitchen,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Need caulking,,,None,0.00
La Scala,8491407199085,Level 05 > 503D > Kitchen,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Grout/caulk,,,None,0.00
La Scala,8491407199104,Level 05 > 503D > Kitchen,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Missing handle,,,None,0.00
La Scala,8491407199123,Level 05 > 503D > Kitchen,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Patch up,,,None,0.00
La Scala,8491407199163,Level 05 > 503D > Living,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Need caulking around frame,,,None,0.00
La Scala,8491407199229,Level 05 > 503D > Bedroom 1,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Need caulking around frame,,,None,0.00
La Scala,8491407199272,Level 05 > 503D > Bedroom 1 > Ensuite,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,"Door damaged
No lock and handle",,,None,0.00
La Scala,8491407199301,Level 05 > 503D > Bedroom 1 > Ensuite,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Repaint/touch up,,,None,0.00
La Scala,8491407199365,Level 05 > 503D > Bedroom 1 > Ensuite,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Need caulking,,,None,0.00
La Scala,8491407214188,Level 05 > 503D > Bedroom 1,05/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),13/08/2014,None,Closed,Repaint/touch up,,,None,0.00
