Project,Inspection Id,Location,Date Raised,Inspected By,Inspecton Type,Raised By,Issue To,Fixed By Date,Cost Attribute,Status,Description,Note,Cost Impact,Cost Impact Price
La Scala,8711411442081,Level 01 > Common Areas > Lobby,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,Paint rubs off ,,,None,0.00
La Scala,8711411442189,Level 01 > Common Areas > Lobby,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,Skirting to wall and filling gap as required,,,None,0.00
La Scala,8711411442314,Level 01 > Common Areas > Lobby,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,"Apt 106
Protrusion plaster",,,None,0.00
La Scala,8711411442363,Level 01 > Common Areas > Lobby,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,"Northern hallway
Clean paint and plaster debris",,,None,0.00
La Scala,8711411442408,Level 01 > Common Areas > Lobby,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,"104D
Irregular paint finish",,,None,0.00
La Scala,8711411442446,Level 01 > Common Areas > Lobby,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,"104D and 105D hallway
Crack joint",,,None,0.00
La Scala,8711411442500,Level 01 > Common Areas > Lobby,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,"103D and 104D hallway
Uneven surface",,,None,0.00
La Scala,8711411442520,Level 01 > Common Areas > Lobby,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,103D uneven surface,,,None,0.00
La Scala,8711411442558,Level 01 > Common Areas > Lobby,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,"106D
Protrusion plaster",,,None,0.00
La Scala,8711411442587,Level 01 > Common Areas > Lobby,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,"106 and 107D
Paint sign of rubbing off",,,None,0.00
La Scala,8711411442644,Level 01 > Common Areas > Lobby,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,"108D 
Irregular paint finish ",,,None,0.00
La Scala,8711411442693,Level 01 > Common Areas > Lobby,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,Protrusion fixing on door,,,None,0.00
