Project,Inspection Id,Location,Date Raised,Inspected By,Inspecton Type,Raised By,Issue To,Fixed By Date,Cost Attribute,Status,Description,Note,Cost Impact,Cost Impact Price
La Scala,8491406767573,Level 04 > 402D > Kitchen,31/07/2014,henryt,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Need caulking,,,None,0.00
La Scala,8491406767622,Level 04 > 402D > Kitchen,31/07/2014,henryt,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Need touch up,,,None,0.00
La Scala,8491406767670,Level 04 > 402D > Kitchen,31/07/2014,henryt,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Need caulking and filling gap at skirting,,,None,0.00
La Scala,8491406767705,Level 04 > 402D > Kitchen,31/07/2014,henryt,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Reinstall latch,,,None,0.00
La Scala,8491406767723,Level 04 > 402D > Kitchen,31/07/2014,henryt,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Adjust door,,,None,0.00
La Scala,8491406767748,Level 04 > 402D > Kitchen,31/07/2014,henryt,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Drawer runners out of track,,,None,0.00
La Scala,8491406767785,Level 04 > 402D > Kitchen,31/07/2014,henryt,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Adjust drawers ,,,None,0.00
La Scala,8491406767837,Level 04 > 402D > Kitchen,31/07/2014,henryt,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Repaint ceiling area,,,None,0.00
La Scala,8491406767936,Level 04 > 402D > Living,31/07/2014,henryt,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Patch and paint ceiling,,,None,0.00
La Scala,8491406767986,Level 04 > 402D > Living,31/07/2014,henryt,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Repaint and touch up the area,,,None,0.00
La Scala,8491406768038,Level 04 > 402D > Living,31/07/2014,henryt,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Repaint,,,None,0.00
La Scala,8491406768083,Level 04 > 402D > Living,31/07/2014,henryt,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Repaint,,,None,0.00
La Scala,8491406768308,Level 04 > 402D > Living,31/07/2014,henryt,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Need caulking,,,None,0.00
La Scala,8491406768550,Level 04 > 402D > Bedroom 2,31/07/2014,henryt,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Need caulking,,,None,0.00
La Scala,8491406768618,Level 04 > 402D > Bedroom 2,31/07/2014,henryt,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Repaint and touch up,,,None,0.00
La Scala,8491406769308,Level 04 > 403D > Kitchen,31/07/2014,billb,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Remove paint marks on door Need caulking,,,None,0.00
La Scala,8491406769345,Level 04 > 403D > Kitchen,31/07/2014,billb,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Need caulking Patch and paint,,,None,0.00
La Scala,8491406769381,Level 04 > 403D > Kitchen,31/07/2014,billb,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Touch up Patch and paint skirting,,,None,0.00
La Scala,8491406769399,Level 04 > 403D > Kitchen,31/07/2014,billb,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Adjust drawers,,,None,0.00
La Scala,8491406769417,Level 04 > 403D > Kitchen,31/07/2014,billb,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Remove paint marks on door,,,None,0.00
La Scala,8491406769436,Level 04 > 403D > Kitchen,31/07/2014,billb,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Remove paint marks,,,None,0.00
La Scala,8491406769470,Level 04 > 403D > Kitchen,31/07/2014,billb,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Door stuck at cook hood,,,None,0.00
La Scala,8491406769488,Level 04 > 403D > Kitchen,31/07/2014,billb,Defect,Superintendant,ABD Group (Mick S),09/08/2014,None,Closed,Need caulking,,,None,0.00
La Scala,8491406845454,Level 04 > 401D,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Generally not finished,,,None,0.00
La Scala,8491406845623,Level 04 > 402D > Bedroom 1,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint and touch up,,,None,0.00
La Scala,8491406845651,Level 04 > 402D > Bedroom 1,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint ,,,None,0.00
La Scala,8491406845691,Level 04 > 402D > Bedroom 1,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint,,,None,0.00
La Scala,8491406845711,Level 04 > 402D > Bedroom 1,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint,,,None,0.00
La Scala,8491406845825,Level 04 > 402D > Bedroom 1,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Chip on skirting,,,None,0.00
La Scala,8491406845867,Level 04 > 402D > Bedroom 1,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Caulking around frame,,,None,0.00
La Scala,8491406845965,Level 04 > 402D > Bedroom 1 > Ensuite,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Missing mirror ,,,None,0.00
La Scala,8491406845982,Level 04 > 402D > Bedroom 1 > Ensuite,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint,,,None,0.00
La Scala,8491406846096,Level 04 > 402D > Laundry,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint and touch up,,,None,0.00
La Scala,8491406846224,Level 04 > 402D > Bathroom,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint ,,,None,0.00
La Scala,8491406846252,Level 04 > 402D > Bathroom,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Screw caps,,,None,0.00
La Scala,8491406846294,Level 04 > 402D > Bathroom,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Pencil marks,,,None,0.00
La Scala,8491406846335,Level 04 > 402D > Laundry,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Touch up,,,None,0.00
La Scala,8491406846551,Level 04 > 403D > Living,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint/touch up,,,None,0.00
La Scala,8491406846591,Level 04 > 403D > Living,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint skirting,,,None,0.00
La Scala,8491406846616,Level 04 > 403D > Living,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Touch up,,,None,0.00
La Scala,8491406846646,Level 04 > 403D > Living,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Caulking around frame,,,None,0.00
La Scala,8491406846687,Level 04 > 403D > Living,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint/touch up,,,None,0.00
La Scala,8491406846712,Level 04 > 403D > Living,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Touch up,,,None,0.00
La Scala,8491406846856,Level 04 > 403D > Bedroom 2,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint and touch up,,,None,0.00
La Scala,8491406846877,Level 04 > 403D > Bedroom 2,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Need caulking,,,None,0.00
La Scala,8491406846900,Level 04 > 403D > Bedroom 2,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Paint rubs off,,,None,0.00
La Scala,8491406846926,Level 04 > 403D > Bedroom 2,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Caulking around frame,,,None,0.00
La Scala,8491406846948,Level 04 > 403D > Bedroom 2,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Touch up,,,None,0.00
La Scala,8491406847072,Level 04 > 403D > Bathroom,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Patch  Touch up,,,None,0.00
La Scala,8491406847102,Level 04 > 403D > Bathroom,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Missing mirror,,,None,0.00
La Scala,8491406847323,Level 04 > 403D > Bedroom 1,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Touch up/repaint,,,None,0.00
La Scala,8491406847347,Level 04 > 403D > Bedroom 1,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Touch up,,,None,0.00
La Scala,8491406847382,Level 04 > 403D > Bedroom 1,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Caulking around frame,,,None,0.00
La Scala,8491406847411,Level 04 > 403D > Bedroom 1 > Ensuite,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Remove pencil marks,,,None,0.00
La Scala,8491406847430,Level 04 > 403D > Bedroom 1 > Ensuite,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Need screw caps,,,None,0.00
La Scala,8491406847449,Level 04 > 403D > Bedroom 1 > Ensuite,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Caulking,,,None,0.00
La Scala,8491406847479,Level 04 > 403D > Bedroom 1 > Ensuite,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint/touch up,,,None,0.00
La Scala,8491406847566,Level 04 > 403D > Laundry,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint and touch up,,,None,0.00
La Scala,8491406847594,Level 04 > 403D > Laundry,01/08/2014,billb,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Touch up,,,None,0.00
La Scala,8491406847937,Level 04 > 405D > Kitchen,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Need caulking,,,None,0.00
La Scala,8491406847965,Level 04 > 405D > Kitchen,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Need caulking,,,None,0.00
La Scala,8491406847996,Level 04 > 405D > Kitchen,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Need sand and repaint skirting,,,None,0.00
La Scala,8491406848011,Level 04 > 405D > Kitchen,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Adjust drawers,,,None,0.00
La Scala,8491406848075,Level 04 > 405D > Kitchen,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Need handle,,,None,0.00
La Scala,8491406848097,Level 04 > 405D > Kitchen,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Need caulking,,,None,0.00
La Scala,8491406848221,Level 04 > 405D > Living,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint,,,None,0.00
La Scala,8491406848243,Level 04 > 405D > Living,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Need caulking,,,None,0.00
La Scala,8491406848265,Level 04 > 405D > Living,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint skirting,,,None,0.00
La Scala,8491406848283,Level 04 > 405D > Living,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint,,,None,0.00
La Scala,8491406848433,Level 04 > 405D > Bedroom 2,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Caulking around frame,,,None,0.00
La Scala,8491406848453,Level 04 > 405D > Bedroom 2,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint,,,None,0.00
La Scala,8491406848480,Level 04 > 405D > Bedroom 2,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint/touch up,,,None,0.00
La Scala,8491406848497,Level 04 > 405D > Bedroom 2,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint,,,None,0.00
La Scala,8491406848581,Level 04 > 405D > Bedroom 2,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint skirting,,,None,0.00
La Scala,8491406848604,Level 04 > 405D > Bedroom 2,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Need sand and repaint,,,None,0.00
La Scala,8491406848702,Level 04 > 405D > Bathroom,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint,,,None,0.00
La Scala,8491406848722,Level 04 > 405D > Bathroom,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Need caulking,,,None,0.00
La Scala,8491406848751,Level 04 > 405D > Bathroom,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Need screw caps ,,,None,0.00
La Scala,8491406848776,Level 04 > 405D > Bathroom,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Scratch to paint,,,None,0.00
La Scala,8491406849189,Level 04 > 405D > Bedroom 1,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint,,,None,0.00
La Scala,8491406849209,Level 04 > 405D > Bedroom 1,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint,,,None,0.00
La Scala,8491406849245,Level 04 > 405D > Bedroom 1,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Touch up,,,None,0.00
La Scala,8491406849277,Level 04 > 405D > Bedroom 1,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Caulking around frame,,,None,0.00
La Scala,8491406849312,Level 04 > 405D > Bedroom 1 > Ensuite,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,"Touch up
Missing mirror",,,None,0.00
La Scala,8491406849324,Level 04 > 405D > Bedroom 1 > Ensuite,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Adjust door,,,None,0.00
La Scala,8491406849352,Level 04 > 405D > Bedroom 1 > Ensuite,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint,,,None,0.00
La Scala,8491406849396,Level 04 > 405D > Bedroom 1 > Ensuite,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint/touch up,,,None,0.00
La Scala,8491406849477,Level 04 > 405D > Laundry,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Repaint/touch up,,,None,0.00
La Scala,8491406849494,Level 04 > 405D > Laundry,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Missing handles,,,None,0.00
La Scala,8491406849641,Level 04 > 405D,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,General clean,,,None,0.00
La Scala,8491406850563,Level 04 > 406D,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,General clean,,,None,0.00
La Scala,8491406850581,Level 04 > 407D > Living,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,General clean,,,None,0.00
La Scala,8491406850969,Level 04 > 406D > Kitchen,01/08/2014,henryt,Defect,Superintendant,ABD Group (Mick S),11/08/2014,None,Closed,Need caulking,,,None,0.00
