Project,Inspection Id,Location,Date Raised,Inspected By,Inspecton Type,Raised By,Issue To,Fixed By Date,Cost Attribute,Status,Description,Note,Cost Impact,Cost Impact Price
La Scala,8711411430367,Ground > Common Areas  > Corridor,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,13D Irregular paint finish to jamb,,,None,0.00
La Scala,8711411430593,Ground > Common Areas  > Corridor,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,13D Prevalent vertical joint,,,None,0.00
La Scala,8711411430822,Ground > Common Areas  > Corridor,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,15D Inadequate and ununiform painting,,,None,0.00
La Scala,8711411430882,Ground > Common Areas  > Corridor,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,15D and 16D Inadequate paint cover,,,None,0.00
La Scala,8711411430906,Ground > Common Areas  > Corridor,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,10D Loose carpet trimming to door threshold,,,None,0.00
La Scala,8711411430981,Ground > Common Areas  > Corridor,23/09/2014,henryt,Purchase Changes,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,"9D
Opposite wall
Irregular paint finish to corner",,,None,0.00
La Scala,8711411431013,Ground > Common Areas  > Lobby,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,Irregular substrate,,,None,0.00
La Scala,8711411431042,Ground > Common Areas  > Lobby,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,Paint and plaster debris to be clean,,,None,0.00
La Scala,8711411431071,Ground > Common Areas  > Lobby,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,Inadequate paint finish,,,None,0.00
La Scala,8711411431112,Ground > Common Areas  > Lobby,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,Plastic cover to be removed,,,None,0.00
La Scala,8711411431148,Ground > Common Areas  > Lobby,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,Paint to be removed from frame and glass,,,None,0.00
La Scala,8711411431169,Ground > Common Areas  > Lobby,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,Marking on frame,,,None,0.00
La Scala,8711411431194,Ground > Common Areas  > Lobby,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,All signs to be clean,,,None,0.00
La Scala,8711411431220,Ground > Common Areas  > Lobby,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,Cover to be removed,,,None,0.00
La Scala,8711411431298,Ground > Common Areas  > Corridor,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,Irregular brush line to cutting,,,None,0.00
La Scala,8711411431324,Ground > Common Areas  > Corridor,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,"1D
Inadequate paint coverage",,,None,0.00
La Scala,8711411431371,Ground > Common Areas  > Corridor,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,Deleminating paint ,,,None,0.00
La Scala,8711411431406,Ground > Common Areas  > Corridor,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,"2D
Opposite wall
Irregular paint finish ",,,None,0.00
La Scala,8711411431520,Ground > Common Areas  > Corridor,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,"North side corridor
Irregular square set corner and inadequate roller coverage",,,None,0.00
La Scala,8711411431549,Ground > Common Areas  > Corridor,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,"3D
Crack sign",,,None,0.00
La Scala,8711411431587,Ground > Common Areas  > Corridor,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,"5D and 6D
Wall between
Irregular paint finish ",,,None,0.00
La Scala,8711411431623,Ground > Common Areas  > Corridor,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,"4D and 3D wall between
Irregular paint finish",,,None,0.00
La Scala,8711411431647,Ground > Common Areas  > Corridor,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,"4D 
Fixing protrusion ",,,None,0.00
La Scala,8711411431690,Ground > Common Areas  > Corridor,23/09/2014,henryt,Defect,Superintendant,ABD Group (Mick S),30/09/2014,None,Open,"5D
Wall to be clean off painting and plaster board debris",,,None,0.00
